clicked_surface_form,normalized_form,occurrence_count,best_confidence_any_claim,safe_min_confidence,safe_claim_ids,safe_rendering_options,safe_source_names,safe_source_ids,safe_licenses,export_status,notes
א׳,א׳,1,0,60,,,,,,unresolved,No lexical entry yet.
א״א,א״א,1,0,60,,,,,,unresolved,No lexical entry yet.
א״כ,א״כ,1,99,60,claim-69ddb95dde192fc2,if so | therefore,Project-authored abbreviation table,project-abbreviation:im-ken,project-authored / CC0,safe_claims_min60,
אביי,אביי,1,0,60,,,,,,unresolved,No lexical entry yet.
אבל,אבל,5,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אגזרה,אגזרה,1,0,60,,,,,,unresolved,No lexical entry yet.
אדם,אדמ,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
או,או,9,99,60,claim-5b593ec441dbbbb7,or,Project-authored function word table,project-function-word:o-or,project-authored / CC0,safe_claims_min60,
אוחזין,אוחזינ,1,0,60,,,,,,unresolved,No lexical entry yet.
אופן,אופנ,1,93,60,claim-29e2fcfb64f78b5d,round frame used in transportation; wheel,Wikidata Lexeme,L63792,CC0,safe_claims_min60,
אותו,אותו,1,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אזלי,אזלי,1,0,60,,,,,,unresolved,No lexical entry yet.
אחד,אחד,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אחספא,אחספא,1,0,60,,,,,,unresolved,No lexical entry yet.
אחר,אחר,5,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אי,אי,3,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אידון,אידונ,1,0,60,,,,,,unresolved,No lexical entry yet.
איזהו,איזהו,5,0,60,,,,,,unresolved,No lexical entry yet.
איזמל,איזמל,2,0,60,,,,,,unresolved,No lexical entry yet.
איירי,איירי,1,0,60,,,,,,unresolved,No lexical entry yet.
אייתי,אייתי,1,0,60,,,,,,unresolved,No lexical entry yet.
איך,איכ,2,95,60,claim-29b4cbf4ecdf4a64,how? | how! | also where | how | what.,OpenScriptures HebrewLexicon,H349,CC BY 4.0,safe_claims_min60,
איכא,איכא,1,0,60,,,,,,unresolved,No lexical entry yet.
אין,אינ,12,99,60,claim-353f3d2a4515cd6e,there is not | is not | without,Project-authored function word table,project-function-word:ein,project-authored / CC0,safe_claims_min60,
אינה,אינה,1,0,60,,,,,,unresolved,No lexical entry yet.
