clicked_surface_form,normalized_form,occurrence_count,best_confidence_any_claim,safe_min_confidence,safe_claim_ids,safe_rendering_options,safe_source_names,safe_source_ids,safe_licenses,export_status,notes
א׳,א׳,3,0,60,,,,,,unresolved,No lexical entry yet.
א״י,א״י,1,0,60,,,,,,unresolved,No lexical entry yet.
א״כ,א״כ,38,99,60,claim-69ddb95dde192fc2,if so | therefore,Project-authored abbreviation table,project-abbreviation:im-ken,project-authored / CC0,safe_claims_min60,
א״ר,א״ר,1,0,60,,,,,,unresolved,No lexical entry yet.
א״ש,א״ש,4,0,60,,,,,,unresolved,No lexical entry yet.
אבועל,אבועל,2,0,60,,,,,,unresolved,No lexical entry yet.
אביה,אביה,6,0,60,,,,,,unresolved,No lexical entry yet.
אביי,אביי,2,0,60,,,,,,unresolved,No lexical entry yet.
אבל,אבל,34,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אגלאי,אגלאי,1,0,60,,,,,,unresolved,No lexical entry yet.
אדם,אדמ,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
או,או,22,99,60,claim-5b593ec441dbbbb7,or,Project-authored function word table,project-function-word:o-or,project-authored / CC0,safe_claims_min60,
או״ח,או״ח,1,0,60,,,,,,unresolved,No lexical entry yet.
אוחרי,אוחרי,1,0,60,,,,,,unresolved,No lexical entry yet.
אוכלת,אוכלת,10,0,60,,,,,,unresolved,No lexical entry yet.
אולי,אולי,1,0,60,,,,,,unresolved,No lexical entry yet.
אולם,אולמ,14,0,60,,,,,,unresolved,No lexical entry yet.
אומר,אומר,7,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אומרים,אומרימ,4,93,60,claim-b466e54df6a2e08f,to communicate something by speech; to say,Wikidata Lexeme,L205030,CC0,safe_claims_min60,
אומרין,אומרינ,1,0,60,,,,,,unresolved,No lexical entry yet.
אומרת,אומרת,1,93,60,claim-b466e54df6a2e08f,to communicate something by speech; to say,Wikidata Lexeme,L205030,CC0,safe_claims_min60,
אונס,אונס,2,0,60,,,,,,unresolved,No lexical entry yet.
אונסין,אונסינ,1,0,60,,,,,,unresolved,No lexical entry yet.
אוסרתה,אוסרתה,1,0,60,,,,,,unresolved,No lexical entry yet.
אופן,אופנ,3,93,60,claim-29e2fcfb64f78b5d,round frame used in transportation; wheel,Wikidata Lexeme,L63792,CC0,safe_claims_min60,
אורים,אורימ,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אותה,אותה,37,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אותו,אותו,11,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אותך,אותכ,2,0,60,,,,,,unresolved,No lexical entry yet.
אותן,אותנ,5,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אז,אז,2,95,60,claim-3a7cfa21ffd7ed55,at that time | place | also as a conjunction | therefore | beginning | for | from | hitherto,OpenScriptures HebrewLexicon,H227,CC BY 4.0,safe_claims_min60,
אזיל,אזיל,2,0,60,,,,,,unresolved,No lexical entry yet.
אח,אח,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אח״ז,אח״ז,1,0,60,,,,,,unresolved,No lexical entry yet.
אח״כ,אח״כ,6,99,60,claim-77811186ebaad6ad,afterward | after that,Project-authored abbreviation table,project-abbreviation:achar-kach,project-authored / CC0,safe_claims_min60,
אחד,אחד,20,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אחות,אחות,1,0,60,,,,,,unresolved,No lexical entry yet.
אחותה,אחותה,4,0,60,,,,,,unresolved,No lexical entry yet.
אחיו,אחיו,5,0,60,,,,,,unresolved,No lexical entry yet.
אחר,אחר,22,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אחרים,אחרימ,4,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אחרת,אחרת,3,0,60,,,,,,unresolved,No lexical entry yet.
אחת,אחת,2,93,60,claim-1a906f4f928dd931,the number 1 | 1,Wikidata Lexeme,L491804,CC0,safe_claims_min60,
אטו,אטו,2,0,60,,,,,,unresolved,No lexical entry yet.
אי,אי,1,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
איבעיא,איבעיא,1,0,60,,,,,,unresolved,No lexical entry yet.
איהו,איהו,6,0,60,,,,,,unresolved,No lexical entry yet.
איהי,איהי,1,0,60,,,,,,unresolved,No lexical entry yet.
איך,איכ,4,95,60,claim-29b4cbf4ecdf4a64,how? | how! | also where | how | what.,OpenScriptures HebrewLexicon,H349,CC BY 4.0,safe_claims_min60,
איכא,איכא,6,0,60,,,,,,unresolved,No lexical entry yet.
אילימא,אילימא,1,0,60,,,,,,unresolved,No lexical entry yet.
אין,אינ,36,99,60,claim-353f3d2a4515cd6e,there is not | is not | without,Project-authored function word table,project-function-word:ein,project-authored / CC0,safe_claims_min60,
אינה,אינה,18,0,60,,,,,,unresolved,No lexical entry yet.
אינו,אינו,23,0,60,,,,,,unresolved,No lexical entry yet.
אינון,אינונ,1,0,60,,,,,,unresolved,No lexical entry yet.
איני,איני,6,0,60,,,,,,unresolved,No lexical entry yet.
אינן,איננ,3,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
איסור,איסור,5,0,60,,,,,,unresolved,No lexical entry yet.
איסורא,איסורא,2,0,60,,,,,,unresolved,No lexical entry yet.
איפוא,איפוא,2,0,60,,,,,,unresolved,No lexical entry yet.
אירע,אירע,2,0,60,,,,,,unresolved,No lexical entry yet.
איש,איש,14,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אישה,אישה,5,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אישות,אישות,3,0,60,,,,,,unresolved,No lexical entry yet.
אישך,אישכ,11,0,60,,,,,,unresolved,No lexical entry yet.
אית,אית,4,0,60,,,,,,unresolved,No lexical entry yet.
איתא,איתא,4,0,60,,,,,,unresolved,No lexical entry yet.
איתמעטה,איתמעטה,1,0,60,,,,,,unresolved,No lexical entry yet.
איתמעטו,איתמעטו,1,0,60,,,,,,unresolved,No lexical entry yet.
אך,אכ,5,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אכילת,אכילת,2,0,60,,,,,,unresolved,No lexical entry yet.
אכלה,אכלה,10,0,60,,,,,,unresolved,No lexical entry yet.
אכתי,אכתי,2,0,60,,,,,,unresolved,No lexical entry yet.
אל,אל,4,99,60,claim-691ab973c96a9d26,"to | toward | do not / not, when vocalization or context supports אַל",Project-authored function word table,project-function-word:el,project-authored / CC0,safe_claims_min60,
אלא,אלא,12,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
