clicked_surface_form,normalized_form,occurrence_count,best_confidence_any_claim,safe_min_confidence,safe_claim_ids,safe_rendering_options,safe_source_names,safe_source_ids,safe_licenses,export_status,notes
אָבִיו,אביו,2,0,60,,,,,,unresolved,No lexical entry yet.
אָבִינוּ,אבינו,2,93,60,claim-b67781f92ed15ff2,"father, male parent | father | Av",Wikidata Lexeme,L63591,CC0,safe_claims_min60,
אֲבָל,אבל,17,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַבְרָהָם,אברהמ,1,93,60,claim-28aa65d98e7cc783,Avraham | Abraham,Wikidata Lexeme,L74978,CC0,safe_claims_min60,
אָדָם,אדמ,13,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַהֲבַת,אהבת,2,93,60,claim-200422ea19d0d14f,affection | love | romantic love,Wikidata Lexeme,L45122,CC0,safe_claims_min60,
אָהַבְתָּ,אהבת,1,93,60,claim-200422ea19d0d14f,affection | love | romantic love,Wikidata Lexeme,L45122,CC0,safe_claims_min60,
אֲהַבְתָּנוּ,אהבתנו,1,95,60,claim-7efa1ed39df7b74b,to have affection for (sexually | otherwise) | (be-) love(-d | -ly | -r) | like | friend.,OpenScriptures morphHB,H157,CC BY 4.0,safe_claims_min60,
אוֹ,או,34,99,60,claim-5b593ec441dbbbb7,or,Project-authored function word table,project-function-word:o-or,project-authored / CC0,safe_claims_min60,
אוֹמֵר,אומר,4,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אוֹר,אור,5,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אוֹתָהּ,אותה,3,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אוֹתוֹ,אותו,4,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אוֹתִיּוֹת,אותיות,1,93,60,claim-b141c1fb201d794e,"letter, grapheme in an alphabetic system of writing | letter",Wikidata Lexeme,L63830,CC0,safe_claims_min60,
אוֹתָם,אותמ,1,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אוֹתָן,אותנ,1,93,60,claim-56ef2fb2d93b84f0,(indicates a semantically definite direct object),Wikidata Lexeme,L1555922,CC0,safe_claims_min60,
אֶחָד,אחד,11,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אֶחָד״,אחד״,1,0,60,,,,,,unresolved,No lexical entry yet.
אִחֵר,אחר,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַחֵר,אחר,1,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַחַר,אחר,8,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַחֲרוֹנָה,אחרונה,1,0,60,,,,,,unresolved,No lexical entry yet.
אַחֲרֶיהָ,אחריה,2,93,60,claim-24dc8a442fe052eb,after,Wikidata Lexeme,L491805,CC0,safe_claims_min60,
אַחֲרֵיהֶם,אחריהמ,1,0,60,,,,,,unresolved,No lexical entry yet.
אֲחֵרִים,אחרימ,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אַחַת,אחת,5,93,60,claim-1a906f4f928dd931,the number 1 | 1,Wikidata Lexeme,L491804,CC0,safe_claims_min60,
אֵי,אי,2,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אֵיזֶה,איזה,1,0,60,,,,,,unresolved,No lexical entry yet.
אֵימָתַי,אימתי,1,0,60,,,,,,unresolved,No lexical entry yet.
אֵין,אינ,8,99,60,claim-353f3d2a4515cd6e,there is not | is not | without,Project-authored function word table,project-function-word:ein,project-authored / CC0,safe_claims_min60,
אֵינָהּ,אינה,1,0,60,,,,,,unresolved,No lexical entry yet.
אֵינוֹ,אינו,10,0,60,,,,,,unresolved,No lexical entry yet.
אֵינָם,אינמ,1,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אִישׁ,איש,1,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אֶלָּא,אלא,13,65,60,,,,,,claims_below_safe_min60,No strict claim >=60%.
אֱלֹהֶיךָ״,אלהיכ״,2,0,60,,,,,,unresolved,No lexical entry yet.
אֱלֹהֵינוּ,אלהינו,2,95,60,claim-fc47faf252b48310,gods in the ordinary sense | but specifically used (in the plural thus | especially with the article) of the supreme God | occasionally applied by way of deference to magistrates | and sometimes as a superlative | angels | × exceeding | God (gods) (-dess,OpenScriptures morphHB,H430,CC BY 4.0,safe_claims_min60,
